country,PWID,PWID + Campaign,PWID + Campaign + Prison,PWID + Campaign + Prison + Schools,PWID + Campaign + Prison + Schools + Adults
ROU,-0.23,-0.371,-0.144,-0.063,-0.002
UGA,1.229,1.67,0.005,0.001,0.0
PHL,8.903,12.572,0.082,0.011,0.001
COD,17.988,27.966,4.738,0.035,0.037
BRA,-0.041,-0.071,-0.02,-0.012,-0.001
EST,-0.386,-0.458,-0.212,-0.076,-0.005
NZL,-0.003,-0.003,-0.002,-0.001,-0.001
BGD,-0.06,-0.091,-0.115,-0.021,-0.002
MDG,0.0,-0.0,0.0,0.0,0.0
DZA,27.374,31.207,3.186,1.07,0.056
NGA,0.034,0.136,0.077,0.008,0.0
TWN,-0.016,-0.066,-0.004,-0.002,-0.0
CMR,3.121,4.354,-0.019,-0.001,-0.0
JPN,-0.002,-0.003,-0.002,-0.0,-0.0
MAR,18.067,20.938,3.177,1.642,0.099
RWA,0.001,0.0,-0.073,-0.02,-0.004
BEL,-0.305,-0.284,-0.074,-0.013,-0.001
ITA,-0.084,-0.097,-0.084,-0.043,-0.002
IRL,-0.377,-0.373,-0.414,-0.074,-0.008
TJK,-0.0,-0.001,-0.0,-0.0,-0.0
PRT,-0.268,-0.584,-0.079,-0.027,-0.001
USA,-0.003,-0.003,-0.008,-0.004,-0.001
IND,-0.018,-0.183,1.329,0.211,0.003
ESP,-0.805,-0.874,-0.048,-0.022,-0.001
LBY,61.81,81.156,12.391,2.215,0.387
MYS,-0.003,-0.004,-0.003,-0.001,-0.0
HRV,-0.104,-0.112,-0.07,-0.03,-0.001
GEO,-0.031,-0.033,-0.027,-0.023,-0.006
DOM,-0.103,-0.196,-0.037,-0.015,-0.001
CZE,-0.253,-0.31,-0.075,-0.041,-0.002
VEN,-0.131,1.55,0.032,0.011,-0.0
NPL,-0.003,-0.007,0.013,0.003,0.0
MEX,-0.312,-0.714,-0.092,-0.038,-0.002
CHE,-0.794,-1.003,-0.9,-0.313,-0.021
JOR,21.654,28.909,3.51,1.322,0.095
IRQ,42.853,55.536,34.928,0.736,0.089
IDN,-0.009,0.023,-0.007,-0.0,-0.0
BEN,1.663,2.089,0.001,0.0,0.0
TCD,3.078,4.873,0.863,0.094,0.006
BTN,-0.095,-0.349,-0.017,-0.003,-0.0
KAZ,-0.001,-0.001,-0.015,-0.004,-0.0
DNK,-0.001,-0.002,-0.001,-0.0,-0.0
GHA,,15.137,1.004,0.14,0.007
GAB,29.089,42.607,4.607,2.52,1.228
PNG,-0.0,-0.001,-0.0,-0.0,-0.0
SAU,4.284,4.821,0.258,0.044,0.004
KEN,-0.014,1.222,0.031,0.004,0.0
YEM,4.031,7.038,6.932,0.112,0.026
IRN,4.773,5.913,0.91,0.455,0.019
QAT,117.507,152.434,138.188,2.461,0.311
KOR,-0.002,-0.009,-0.004,-0.002,-0.0
RUS,-0.025,-0.031,-0.014,-0.011,-0.001
EGY,14.826,15.666,3.918,1.217,0.081
SVK,-0.004,-0.005,-0.004,-0.002,-0.0
SLV,-0.006,-0.012,-0.004,-0.001,-0.0
UKR,-0.002,-0.001,-0.001,-0.0,-0.0
DEU,-0.193,-0.177,-0.101,-0.042,-0.001
POL,-0.001,-0.001,-0.001,-0.0,-0.0
KHM,3.405,3.685,-0.076,-0.006,-0.001
ARG,6.731,7.293,-0.066,-0.014,-0.002
COL,-0.084,-0.088,-0.021,-0.009,-0.0
MLT,-0.005,-0.006,-0.004,-0.001,-0.0
THA,-0.086,-0.658,-0.091,-0.059,-0.003
PAK,-0.0,-0.023,-0.008,-0.001,-0.0
ARE,69.144,88.061,87.551,1.153,0.249
BFA,3.062,4.225,1.167,0.023,0.003
LUX,-0.284,-0.311,-0.205,-0.098,-0.005
SYR,21.127,28.95,3.377,0.119,0.112
PAN,-0.002,-0.004,-0.0,-0.0,-0.0
GBR,-0.0,-0.001,-0.0,-0.0,-0.0
ARM,-0.001,-0.001,-0.001,-0.0,-0.0
UZB,-0.003,-0.007,-0.0,-0.0,-0.0
LBN,1.668,2.379,0.724,0.255,0.012
AUT,-0.156,-0.11,-0.065,-0.014,-0.001
CUB,-0.001,-0.002,-0.004,-0.003,-0.0
VNM,-0.0,-0.001,-0.002,-0.001,-0.0
ZAF,-0.001,-0.005,-0.0,-0.0,-0.0
PER,-0.001,-0.002,-0.0,-0.0,-0.0
FIN,-0.018,-0.024,-0.02,-0.003,-0.001
AFG,0.863,1.195,0.657,0.11,0.008
CHL,-0.0,-0.0,-0.0,-0.0,-0.0
SDN,35.708,45.204,45.081,0.671,0.193
TZA,0.0,0.0,0.0,0.0,0.0
MDA,4.544,3.331,-0.215,-0.084,-0.004
FRA,-0.042,-0.039,-0.03,-0.012,-0.001
AZE,-0.012,-0.022,-0.023,-0.012,-0.001
KGZ,-0.0,-0.001,-0.0,-0.0,-0.0
SVN,-0.001,-0.002,-0.002,-0.001,-0.0
GMB,0.022,4.021,2.211,0.077,0.008
GRC,2.046,1.836,-0.109,-0.039,-0.002
MNG,2.935,2.334,-0.058,-0.014,-0.005
NLD,-0.371,-0.599,-0.024,-0.008,-0.001
LTU,1.714,1.425,-0.001,-0.0,-0.0
ISR,-0.03,0.544,0.05,0.027,0.001
LVA,-0.222,-0.254,-0.071,-0.045,-0.003
TUR,17.557,23.493,2.835,1.456,0.08
OMN,8.924,11.598,11.585,0.379,0.046
FJI,-0.0,-0.0,0.0,0.0,-0.0
ETH,-0.0,-0.001,-0.002,-0.0,-0.0
ECU,16.087,21.296,2.451,0.303,0.016
CAF,5.187,8.422,4.574,0.327,0.079
AUS,-0.004,-0.004,-0.006,-0.002,-0.001
NOR,-0.004,-0.005,-0.002,-0.0,-0.0
CHN,-0.026,-0.054,-0.02,-0.009,-0.001
HUN,-0.08,-0.101,-0.024,-0.006,-0.001
BHR,33.003,41.321,6.158,1.018,0.094
BDI,0.0,0.0,0.0,0.0,0.0
PRI,-0.053,-0.068,-0.026,-0.018,-0.001
VUT,-0.02,-0.006,-0.011,-0.001,-0.0
CAN,-0.079,-0.097,-0.166,-0.045,-0.005
MOZ,0.0,0.014,0.002,0.0,0.0
ISL,-0.002,-0.003,-0.002,-0.0,-0.0
